source,destination,time,ms,labels_popped,truncated,routes
ISA,RTM,22:00,6.428,1,0,0
CHD,PPA,18:00,5.176,1,0,0
MPL,MOTH,03:00,84.734,21346,0,50
KJN,BUB,02:00,4.756,1,0,0
BBS,KLZ,20:00,17.884,5780,0,50
GUG,MRBL,03:00,3.980,1,0,0
PGK,NIR,00:00,13.922,4066,0,50
BBA,VKA,17:00,14.502,3927,0,50
SGS,TRSR,05:00,6.094,1613,0,50
AAM,CGN,23:00,4.785,1,0,0
CHD,MVL,07:00,17.407,3171,0,50
MTJR,LGL,00:00,11.654,4959,0,50
KEU,AME,06:00,16.191,4526,0,50
LGL,MTJR,09:00,195.834,80087,1,46
BRST,AVS,07:00,60.287,25253,0,50
VMA,HVD,05:00,34.939,10913,0,50
KLKA,BIG,18:00,5.689,1,0,0
MVW,CNO,09:00,5.565,890,0,50
KXH,VZM,14:00,11.327,3370,0,50
KMU,AVRD,20:00,9.317,1951,0,50
MS,NWB,04:00,2.297,1,0,0
KKN,BDL,00:00,152.176,54216,1,36
UB,TU,23:00,15.157,6817,0,50
MEJ,SBE,09:00,29.147,17503,0,50
GHH,AJNI,02:00,98.027,38033,0,50
DER,NZD,05:00,5.787,524,0,50
KHT,NYP,02:00,13.014,2678,0,50
MTC,KSI,19:00,10.654,1897,0,50
APR,CAG,21:00,4.078,1,0,0
JL,DOE,04:00,4.748,556,0,50
NMT,R,07:00,8.792,2302,0,50
KDKN,LAT,04:00,3.027,1,0,0
MAKR,MGK,04:00,8.037,4404,0,50
ANSB,VJPJ,20:00,4.042,1,0,0
RK,KKLR,22:00,3.564,1,0,0
JMT,SVGA,22:00,3.904,1318,0,50
MPA,PNPI,22:00,1.404,1,0,0
GPZ,BHUJ,13:00,9.671,5093,0,50
CMU,LAV,01:00,10.531,3571,0,50
USL,GPI,20:00,8.400,4354,0,50
JJN,PUL,06:00,12.411,8264,0,50
LSX,SGG,14:00,7.482,1588,0,50
HOL,VDA,06:00,20.973,8489,0,50
MRT,MA,06:00,3.010,1,0,0
BRYA,GBD,19:00,19.930,8945,0,50
BWPL,BGBR,00:00,149.008,50565,0,50
WH,KCT,18:00,4.443,1,0,0
JMRA,CNGR,07:00,4.715,1,0,0
AD,AII,19:00,24.129,6580,0,50
CNGR,PFM,17:00,13.270,4467,0,50
PNW,RPH,18:00,6.195,1,0,0
MRPR,BGAN,22:00,21.675,4286,0,50
HPU,NIR,02:00,19.245,2606,0,50
TIA,SNDD,20:00,7.154,1,0,0
MYR,KKK,07:00,8.396,3559,0,50
BJMD,BDCR,08:00,12.274,2061,0,50
GK,NPS,07:00,15.464,2960,0,50
NNW,POE,14:00,13.843,2771,0,50
NDKD,DWZ,21:00,2.466,1,0,0
MDS,KNVT,09:00,13.186,1667,0,50
BNY,VKR,17:00,18.304,6070,0,50
SKND,RCTC,17:00,3.568,1,0,0
MDT,DHE,18:00,3.303,1,0,0
DNR,KSD,00:00,24.121,10528,0,50
LD,PHI,10:00,4.586,1,0,0
BMKI,AMPA,10:00,8.904,1303,0,50
BLU,COR,00:00,8.207,1,0,0
SVKS,NDB,11:00,330.331,98001,1,48
GLPT,MEJ,12:00,7.857,1992,0,50
PAV,TDU,03:00,13.049,4311,0,50
DLR,MRJ,09:00,62.861,15179,0,50
LTD,R,04:00,10.510,1523,0,50
DEE,TUJ,01:00,7.995,2804,0,50
MQ,FUT,16:00,16.285,3594,0,50
BVP,SRNT,22:00,8.848,1,0,0
MZC,SBE,07:00,8.872,978,0,50
NBR,BLP,20:00,31.008,12750,0,50
KLMR,SAN,05:00,11.280,3461,0,50
CHR,KAN,21:00,134.622,29360,0,50
SRTL,LSR,07:00,9.930,1330,0,50
SBC,BONA,21:00,10.196,877,0,50
HOJ,GNG,21:00,6.282,1,0,0
BMI,DWK,05:00,23.039,14015,0,50
NHLN,KDTN,00:00,4.575,1,0,0
SDGH,HLZ,20:00,1.800,1,0,0
GHJ,ADQ,03:00,5.706,1,0,0
KVLS,LMT,10:00,30.762,14540,0,50
KQR,DBR,16:00,39.529,7987,0,50
BNZ,DUI,08:00,26.301,4766,0,50
DKE,TUJ,04:00,145.286,119909,0,50
GOTN,DAVM,12:00,11.044,4701,0,50
MDE,PDT,09:00,14.970,4771,0,50
HTCY,BDJ,23:00,5.853,1,0,0
DMV,UVD,05:00,5.601,1185,0,50
DMNJ,PB,11:00,47.773,13866,0,50
PIA,GDV,03:00,14.448,2678,0,50
FBG,YY,00:00,2.431,1,0,0
DSO,MSZ,23:00,5.590,1,0,0
KTSH,JTW,01:00,8.151,1170,0,50
AONI,EKM,08:00,16.161,7738,0,50
TEK,NCB,05:00,13.494,3158,0,50
NWH,BSL,12:00,25.362,6640,0,50
KRMR,KKB,23:00,4.574,1,0,0
MBM,DJHR,14:00,7.458,808,0,50
NRLN,BGZ,18:00,6.340,1,0,0
IAA,DHO,05:00,14.739,1799,0,50
PNSA,SAL,08:00,5.076,1,0,0
KNJ,NBL,23:00,3.949,1,0,0
NBX,JOL,12:00,6.863,1455,0,50
SDAH,BIDR,19:00,12.701,3885,0,50
SHE,BTI,07:00,9.697,1837,0,50
KUN,CHR,16:00,12.332,3364,0,50
AST,SMLA,14:00,11.625,1422,0,50
GPX,NTSK,05:00,11.253,2664,0,50
AJTM,PHK,12:00,8.028,942,0,50
SBIB,DDL,08:00,143.686,56366,0,50
NGT,BJP,04:00,313.199,150271,1,37
TSK,OYR,09:00,9.952,1136,0,50
JIND,KZE,22:00,14.634,2817,0,50
SHR,BRR,16:00,9.716,1061,0,50
HAD,PPZ,02:00,7.637,1803,0,50
CSB,TLI,12:00,12.461,3460,0,50
SRF,PAY,06:00,88.899,41431,0,50
DEC,NMGT,04:00,14.952,6120,0,50
SDDN,VV,13:00,26.959,9245,0,50
KYJ,LKO,06:00,13.760,2324,0,50
DJG,YP,02:00,13.977,4490,0,50
VDD,SVRP,13:00,7.671,1,0,0
SZM,SRSI,15:00,6.161,2431,0,50
CJN,GYN,06:00,161.896,45379,1,17
HJI,PCX,17:00,11.199,5289,0,50
SKHV,SVRP,20:00,5.700,1,0,0
ST,JRMG,18:00,13.502,4774,0,50
STBJ,NFK,20:00,7.171,1,0,0
BHLE,TPZ,03:00,58.624,19055,0,50
RNV,SWNI,16:00,3.283,1,0,0
MRSH,MLDT,00:00,196.373,72183,1,25
IJK,BKSC,22:00,26.163,10662,0,50
NN,VMA,00:00,19.506,4737,0,50
FAB,BVI,07:00,7.993,996,0,50
MAP,KRAR,16:00,6.564,1515,0,50
KKDE,NIU,23:00,21.592,5498,0,50
DD,CBF,17:00,9.356,2622,0,50
AKN,DHNE,11:00,12.444,5656,0,50
GPI,CD,17:00,4.305,1,0,0
HVD,NIA,17:00,5.947,1785,0,50
SKP,PLY,15:00,6.817,2014,0,50
GIO,MGME,13:00,6.870,3927,0,50
BJ,KUND,08:00,4.809,583,0,50
NDB,DRSV,06:00,12.048,5465,0,50
DKD,MNGD,23:00,41.786,32474,0,50
VRLR,JMD,11:00,11.480,8362,0,50
SUNR,TDLE,15:00,7.038,2901,0,50
KGG,RSNR,08:00,6.034,2469,0,50
KTSH,NGT,13:00,11.383,6182,0,50
NQR,KRY,20:00,3.949,1286,0,50
CMA,DEOR,17:00,19.642,18825,0,50
KTH,ERN,13:00,3.526,1,0,0
AML,RGPM,15:00,16.383,7884,0,50
ATS,CBSA,23:00,2.865,1,0,0
TSK,KNHE,22:00,2.865,1,0,0
ELM,TIA,21:00,4.012,1,0,0
IDG,PUM,00:00,13.325,9824,0,50
UGR,TMZ,07:00,2.003,1,0,0
KDZ,MBM,23:00,3.463,1,0,0
MIM,VAPM,23:00,3.025,1,0,0
SLO,BGKT,07:00,5.575,985,0,50
GHQ,JHD,04:00,11.515,4102,0,50
SLF,DTRD,07:00,6.688,5439,0,50
KRA,BYNR,08:00,3.499,1,0,0
MCTM,JMRA,22:00,4.985,2842,0,50
SJP,PAZ,22:00,5.823,1625,0,50
MHJ,BEH,02:00,5.973,3395,0,50
CS,MUR,16:00,4.167,1,0,0
WR,HRI,03:00,33.887,16126,0,50
DNA,KZK,07:00,6.110,2489,0,50
SRF,GOL,17:00,14.905,8753,0,50
SKND,PBE,03:00,31.644,22553,0,50
PDPL,PGT,08:00,13.686,5694,0,50
MBM,GAJB,07:00,1.446,1,0,0
SBHR,KAWR,19:00,3.987,1,0,0
DNRP,SNT,14:00,13.547,4823,0,50
THO,BHBK,12:00,7.216,2831,0,50
ACPR,KTMA,15:00,15.249,10197,0,50
RURA,CLT,15:00,7.607,2121,0,50
BEHS,PDP,09:00,4.814,1539,0,50
RTG,BAH,21:00,3.317,1,0,0
SSPN,GWL,00:00,9.625,4537,0,50
J,MKS,02:00,144.998,98885,0,50
KHM,MKRN,16:00,6.303,1488,0,50
ARA,GRL,11:00,9.521,2402,0,50
BTY,MA,23:00,3.045,1,0,0
FK,SHSK,14:00,23.619,14625,0,50
SMRL,ANND,06:00,11.465,2964,0,50
ARR,ASD,19:00,2.133,1,0,0
GGN,HRT,12:00,6.175,1443,0,50
BPHB,GRD,12:00,1.389,1,0,0
SGDP,RHE,06:00,13.044,6298,0,50
CYI,VDA,14:00,14.468,6534,0,50
KLNP,BHNE,20:00,3.004,1,0,0
BALU,CLX,12:00,12.485,5904,0,50
JU,LTRR,16:00,24.116,16693,0,50
NDKD,BRRG,17:00,136.496,65692,1,17
BRD,VNUP,23:00,4.446,1,0,0
KYI,PKB,07:00,2.957,1,0,0
ASV,RSR,09:00,10.973,3329,0,50
DVD,KGA,10:00,29.474,9715,0,50
PTJ,BGS,06:00,7.364,1251,0,50
AMPA,CHI,23:00,4.861,1,0,0
BGZ,SHG,10:00,9.615,2070,0,50
PAZ,OPL,09:00,6.609,1356,0,50
BBS,CAG,21:00,8.219,2788,0,50
BUDI,KIM,06:00,8.535,2169,0,50
DIG,MAS,02:00,6.078,712,0,50
PKB,CGY,15:00,15.846,10843,0,50
TPT,ENB,15:00,6.053,2178,0,50
UJH,KYJ,17:00,3.718,1,0,0
NLE,MBY,10:00,18.847,10967,0,50
MTJR,POT,10:00,3.607,1,0,0
AY,DLJ,13:00,12.556,4719,0,50
HNS,BUT,18:00,3.345,1,0,0
BOE,AIT,08:00,12.054,3981,0,50
BNR,BINA,01:00,9.363,2212,0,50
BJE,AST,07:00,5.785,1804,0,50
SMBX,VRR,16:00,4.822,856,0,50
CBE,KOL,00:00,72.753,46620,0,50
BKG,RDU,11:00,31.640,16074,0,50
SAW,KOI,08:00,9.467,2705,0,50
CAF,KMS,10:00,4.901,1,0,0
NIA,JOC,01:00,4.166,1194,0,50
MUT,UBC,15:00,127.115,35069,1,8
SSPN,AVD,06:00,55.015,18034,0,50
ISA,AJJ,15:00,9.977,1663,0,50
TPH,KTT,12:00,18.155,6875,0,50
SME,LSR,15:00,8.294,2220,0,50
NZB,BVV,14:00,36.697,38263,0,40
BEHR,TUNI,15:00,5.135,1,0,0
TUP,AN,20:00,8.726,1761,0,50
MMK,NDB,22:00,3.992,1,0,0
SA,MJRI,16:00,16.271,11316,0,50
JJKR,MJ,15:00,10.555,2679,0,50
BPQ,KLT,19:00,32.950,17630,0,50
MAI,SDT,22:00,5.174,1,0,0
MZS,JI,19:00,10.886,3444,0,50
USL,NIRA,21:00,9.702,2400,0,50
CRLM,CMU,06:00,17.403,7869,0,50
BEA,CW,02:00,8.932,2160,0,50
JAJ,AKN,00:00,9.590,1973,0,50
BJF,MVW,16:00,2.028,1,0,0
GVL,BELA,15:00,5.030,1,0,0
GNO,JHL,20:00,7.286,924,0,50
NWU,AMG,08:00,54.790,19710,0,50
SCKR,DPL,06:00,4.298,1,0,0
KSNG,BNV,16:00,7.261,1600,0,50
PBA,HIL,15:00,12.912,4206,0,50
TRAN,SRF,00:00,1.716,1,0,0
PPW,KASR,19:00,26.303,12118,0,50
VEER,ETM,13:00,11.473,4606,0,50
CBX,KCV,18:00,3.793,1,0,0
MGME,SAW,13:00,8.079,1208,0,50
WRR,PP,09:00,3.771,1,0,0
BPL,IGU,06:00,6.340,1257,0,50
RKMP,MLDT,08:00,12.646,4026,0,50
SNT,TNR,13:00,11.879,5037,0,50
SMLG,DHW,10:00,8.582,3565,0,50
NVS,PVPT,17:00,31.359,17902,0,50
QLM,DHU,02:00,7.900,4014,0,50
JAM,TATA,12:00,7.446,2043,0,50
KTYM,KSP,19:00,4.991,936,0,50
JKE,GNU,07:00,8.964,2963,0,50
SVKS,BKO,09:00,10.540,3239,0,50
BAP,AGC,23:00,25.857,6979,0,50
TDH,SKI,02:00,5.072,1,0,0
HNA,GNP,22:00,5.133,1,0,0
UCR,NSGR,22:00,1.577,1,0,0
KPY,MJBK,11:00,9.729,1467,0,50
NBJU,BHI,10:00,6.879,1043,0,50
BINA,GAJ,14:00,29.660,10691,0,50
GRMA,MBP,16:00,14.743,3694,0,50
CTYL,PWL,22:00,5.176,1,0,0
RPRD,RMT,18:00,4.372,1,0,0
BNDM,BIJ,22:00,3.527,1,0,0
KSG,VN,01:00,12.661,3916,0,50
YNRK,MAU,01:00,8.833,1070,0,50
KIGL,PRF,21:00,5.188,1,0,0
MAJN,HLAR,16:00,14.661,7252,0,50
BNT,VGN,03:00,5.565,791,0,50
ONR,RDG,20:00,2.633,1,0,0
MVW,SNSL,02:00,5.836,1834,0,50
SHRN,BHLE,10:00,9.721,1707,0,50
PDKN,DBU,01:00,9.578,2963,0,50
JNL,SEGM,21:00,4.805,1,0,0
PERN,BSRX,01:00,9.655,1807,0,50
KWO,BHLP,05:00,22.831,5445,0,50
WFD,MLGH,08:00,10.882,5300,0,50
SNDD,IDH,21:00,5.183,1,0,0
SBZ,DHI,22:00,3.841,1,0,0
TEA,WEL,14:00,3.624,2079,0,50
PYHT,HKD,09:00,4.162,987,0,50
PGR,BHKD,11:00,10.569,5318,0,50
RLS,JAM,13:00,34.669,18003,0,50
PEN,KDG,05:00,10.533,3761,0,50
TDN,GRY,02:00,4.565,1163,0,50
KGG,KS,06:00,5.699,1280,0,50
AGI,JRR,11:00,6.529,2944,0,50
MID,BBA,17:00,2.677,1,0,0
BNW,RGJ,02:00,7.230,3835,0,50
SELU,NHY,17:00,8.406,5754,0,50
PTRU,NWP,14:00,8.416,3330,0,50
DHO,UVD,09:00,4.510,1299,0,50
ISH,KPD,06:00,9.190,3203,0,50
BHG,SOB,12:00,5.894,2754,0,50
DCA,KGS,23:00,4.442,1,0,0
SAG,AH,23:00,4.463,1,0,0
VKA,MCJ,01:00,2.617,1,0,0
GOL,SUD,01:00,13.108,4306,0,50
LKA,TLHR,23:00,12.765,6328,0,50
TKE,BG,06:00,11.497,5395,0,50
MBP,PAV,23:00,2.775,1,0,0
BGKT,LDU,03:00,6.262,6232,0,50
NAT,DADN,16:00,6.710,2089,0,50
GAR,KLE,23:00,14.411,5049,0,50
NAK,PBA,14:00,9.113,3163,0,50
JGLP,SZY,17:00,1.247,1,0,0
AVD,TIBI,06:00,14.622,13135,0,50
UMR,UD,01:00,5.000,836,0,50
STPD,JMP,10:00,6.240,1696,0,50
BLS,MWRN,08:00,176.149,128596,1,38
EE,BYNR,04:00,8.703,2492,0,50
NHK,KMNC,09:00,21.589,15222,0,50
HML,DEEG,14:00,4.480,2218,0,50
DSA,BGP,08:00,11.138,6926,0,50
VNA,DOS,23:00,4.090,1,0,0
KLAR,PBR,00:00,8.922,5564,0,50
LONI,ELM,07:00,5.799,2561,0,50
JTW,SCH,14:00,8.758,2125,0,50
NZM,DVD,03:00,43.572,25053,0,50
BRE,TGN,01:00,61.164,16251,0,50
SEJ,TSK,22:00,2.465,1,0,0
KAP,PNE,13:00,3.975,1,0,0
MUE,TKG,10:00,44.301,29685,0,50
BHG,TPF,21:00,2.998,1,0,0
SNPU,MBDP,01:00,9.323,2412,0,50
BWN,AMVA,09:00,98.637,89607,0,50
JAB,RMD,19:00,8.696,5326,0,50
KPP,WHM,23:00,3.386,1,0,0
BTH,JAIS,14:00,13.124,5251,0,50
PUT,JDB,09:00,10.388,6081,0,50
VKA,SGL,20:00,3.084,1,0,0
MGR,SHRN,01:00,3.806,1,0,0
KNE,ARQ,09:00,2.698,2660,0,15
BRGA,DWP,00:00,7.685,2415,0,50
BBA,BGKT,20:00,5.622,1588,0,50
PAD,SBZ,12:00,2.380,1,0,0
ZW,PUU,23:00,25.704,16903,0,50
THE,MCI,14:00,4.563,1,0,0
RGS,PNF,22:00,3.333,1,0,0
RAM,SKS,09:00,7.717,1855,0,50
DLI,DJ,10:00,1.617,1,0,0
CPSN,BPRD,06:00,26.873,14054,0,50
UJ,DWZ,14:00,1.878,1,0,0
CRR,DEC,21:00,15.842,2846,0,50
NRL,RAJP,14:00,4.217,1,0,0
AWR,HPT,06:00,8.460,3978,0,50
BNDP,ALMR,16:00,2.242,1,0,0
KT,LAU,11:00,7.762,3102,0,50
RJLK,SGR,12:00,3.699,3,0,0
GIN,SLN,19:00,10.052,4246,0,50
MBG,VG,13:00,3.968,1,0,0
BHUJ,SRC,19:00,4.457,1,0,0
JRLE,MNGD,03:00,4.496,911,0,50
KPP,ANGL,10:00,12.175,6982,0,50
QSR,RNQ,14:00,8.007,2766,0,50
NDT,PDX,19:00,2.723,1,0,0
CUE,TAZ,03:00,9.650,4636,0,50
MVL,AIT,23:00,4.795,1,0,0
HLAR,MSH,14:00,6.059,1,0,0
NDD,JLWC,13:00,2.736,1,0,0
KHED,BIJ,21:00,5.843,1825,0,50
PNKD,HIL,13:00,10.412,3373,0,50
KWV,KKU,18:00,8.570,2137,0,50
TETA,JNL,07:00,67.223,34528,0,50
MYA,LEB,20:00,10.506,4760,0,50
PBKS,UBL,19:00,18.116,15377,0,50
BST,KLZ,22:00,17.542,7897,0,50
SIOB,KRR,18:00,33.343,18745,0,50
DOD,BDTS,11:00,12.656,3726,0,50
AVN,VSKP,14:00,13.370,7263,0,50
KS,HG,07:00,4.418,1274,0,50
CSB,NBR,13:00,10.435,6305,0,50
DING,HAPA,01:00,7.258,3134,0,50
LPI,BPR,11:00,8.194,3580,0,50
BPO,MMCT,03:00,5.847,1335,0,50
JP,BRS,16:00,10.424,4822,0,50
NED,CDH,04:00,9.697,4740,0,50
PB,HDL,09:00,4.639,1,0,0
SVPR,SPTR,11:00,8.897,5363,0,50
KY,NPD,23:00,4.025,1,0,0
CAA,MRE,04:00,7.773,1107,0,50
DCA,AST,19:00,4.948,1,0,0
BYD,HDK,06:00,15.875,5458,0,50
HGT,CBM,00:00,4.394,1,0,0
BHW,MAP,02:00,24.488,11822,0,50
LMY,KMD,08:00,2.742,1,0,0
CRJ,SVDK,08:00,15.776,5764,0,50
BPQ,KTU,07:00,43.051,27244,0,50
OTP,GOGH,00:00,10.612,4301,0,50
BINR,RWL,11:00,9.186,2164,0,50
NAL,ON,01:00,11.801,2159,0,50
KVZ,SPRD,03:00,10.374,4403,0,50
TKQ,JAJ,01:00,43.995,24067,0,50
ABKA,DZB,20:00,1.500,1,0,0
SAU,BHLK,17:00,3.454,1,0,0
MOU,CHI,23:00,4.322,1,0,0
CSMT,LOV,08:00,15.851,12733,0,50
TLHD,KQN,05:00,8.639,2784,0,50
MVW,RC,08:00,12.045,8433,0,50
LLBR,KMLR,17:00,1.293,1,0,0
PUL,BD,00:00,16.200,6442,0,50
BSX,DMP,03:00,3.982,1509,0,50
PIS,OKA,21:00,3.616,1,0,0
SJP,KVZ,17:00,28.463,14507,0,50
LMG,ANND,02:00,86.849,34544,0,50
SNT,KK,08:00,19.154,4872,0,50
LMK,JNTR,05:00,6.906,2949,0,50
BLMR,DUD,17:00,9.049,3546,0,50
JAJ,CGS,00:00,8.211,3367,0,50
MEP,GOH,20:00,4.673,7,0,1
CTKT,BHY,07:00,39.534,26279,0,50
LNL,BNZ,05:00,12.770,2465,0,50
STR,HAUR,14:00,29.878,21344,0,50
KOJ,NUD,08:00,20.850,10419,0,50
RPAN,NHT,11:00,5.630,1,0,0
KPN,BHS,14:00,17.373,5429,0,50
LPI,PRDT,14:00,1.802,1,0,0
MDDP,PTN,14:00,3.783,1,0,0
KESR,MEX,03:00,7.510,1438,0,50
JAPN,FAB,08:00,3.943,1,0,0
HTC,SWV,15:00,4.872,1,0,0
MS,MHQ,05:00,131.678,79025,1,13
HNS,KT,23:00,4.525,1,0,0
GRY,MRPR,22:00,4.148,1,0,0
DHNE,ADR,02:00,10.104,5736,0,50
DDDM,BTS,08:00,44.375,23772,0,50
DLB,KRG,03:00,15.448,7829,0,50
SLB,CHR,02:00,39.352,28024,0,50
FDB,SASR,04:00,4.322,711,0,50
BAY,SVPR,20:00,2.598,1,0,0
BGY,BALU,12:00,3.612,1,0,0
AKN,JTT,16:00,1.147,1,0,0
VVM,YT,02:00,19.822,17341,0,50
SVPR,JOB,13:00,14.928,12055,0,50
VJPJ,TK,20:00,39.401,22498,0,50
AD,SDB,23:00,3.705,1,0,0
DOB,KRNT,04:00,25.475,14066,0,50
PMP,NPS,19:00,8.869,2245,0,50
TNGL,PLJ,13:00,11.146,4206,0,50
LNK,MID,11:00,15.812,6298,0,50
ENB,SHRN,18:00,6.646,876,0,50
CPSN,CHSM,23:00,1.156,1,0,0
GOY,PHK,10:00,8.266,3636,0,50
CNK,KUH,17:00,3.696,1,0,0
DJI,LKR,02:00,9.822,3025,0,50
PFR,MTDB,18:00,3.551,1,0,0
FSP,BHT,13:00,6.247,1270,0,50
KUD,BTW,22:00,12.352,5668,0,50
KPRR,GOA,12:00,3.068,999,0,50
MOF,BAM,08:00,8.204,2036,0,50
GVL,KLD,03:00,5.675,1152,0,50
MAP,BDC,13:00,56.011,30070,0,50
WR,COR,07:00,34.307,17931,0,50
NZM,SBLT,02:00,8.597,3639,0,50
DNK,BRS,16:00,3.611,1,0,0
ABKA,RCF,02:00,9.153,3345,0,50
MONR,KOHR,11:00,9.395,4143,0,50
MRR,JUC,19:00,19.605,9341,0,50
HIR,BLS,22:00,4.560,1,0,0
SL,SGP,17:00,4.009,1,0,0
VDA,JTB,02:00,9.667,4177,0,50
TPF,POY,23:00,3.301,1,0,0
TRSR,CPSN,04:00,20.820,9834,0,50
JAT,BDU,22:00,110.864,50665,1,1
PRTL,PM,13:00,1.953,1,0,0
AYC,SINI,18:00,5.370,940,0,50
BRTK,SGDP,19:00,2.346,1,0,0
PVP,COM,19:00,28.792,12712,0,50
BWI,SFG,03:00,8.423,1189,0,50
CHR,SCKR,05:00,9.549,4779,0,50
NNO,NBX,12:00,10.232,9842,0,50
TEA,HRI,07:00,8.101,1822,0,50
SRF,MMVR,09:00,5.232,2375,0,50
NYO,SDAH,10:00,5.988,29,0,1
KHNM,PIT,09:00,1.334,1,0,0
SWV,KMLR,14:00,1.312,1,0,0
GEB,LTD,17:00,2.246,1,0,0
KHMA,KTSH,13:00,3.000,1,0,0
DGA,HNK,21:00,7.479,4906,0,50
JLD,JGJN,12:00,7.215,5823,0,50
MABA,BDU,21:00,24.631,11538,0,50
DEE,MZC,13:00,19.596,12874,0,50
BNSA,KESR,22:00,3.739,1,0,0
GTNR,NAL,17:00,8.919,4616,0,50
GUR,PAP,03:00,9.669,5366,0,50
BXK,RSG,21:00,2.539,1,0,0
MWRN,KSJ,12:00,27.035,8510,0,50
PRYJ,SVA,13:00,17.788,2534,0,50
ROU,YY,03:00,3.659,1,0,0
PWL,GKJ,16:00,32.357,10961,0,50
DLN,RMJK,17:00,5.278,1,0,0
BSGR,AP,04:00,5.920,1522,0,50
MHD,PJ,18:00,12.961,3855,0,50
KSF,SRC,18:00,8.604,1192,0,50
HAR,BLDA,19:00,15.612,4777,0,50
LOV,BMJ,09:00,3.103,1,0,0
SKGH,KLNK,03:00,3.554,1,0,0
MRIJ,JNTR,12:00,2.362,5,0,0
RUPC,LTD,03:00,27.012,31278,0,50
KRBP,DEEG,09:00,10.449,3939,0,50
PMKT,RJG,17:00,3.349,1,0,0
AH,NES,14:00,10.062,2694,0,50
PAR,MFJ,13:00,6.409,1430,0,50
PKU,DMNJ,14:00,7.048,1957,0,50
HDL,SGAC,04:00,9.068,2534,0,50
UMRI,TEL,08:00,5.160,964,0,50
MLTR,DDP,09:00,9.464,5774,0,50
KCV,KML,06:00,3.078,17,0,0
TVR,MUR,03:00,12.594,5462,0,50
THAN,MMKB,03:00,10.263,5944,0,50
KUCE,BKRD,14:00,3.714,7,0,0
DNR,AKN,17:00,12.268,7060,0,50
SPE,MO,22:00,3.122,1,0,0
BL,MFC,22:00,8.718,9008,0,50
PBA,RPH,22:00,3.945,1,0,0
AME,PFR,15:00,12.248,4488,0,50
BTQ,RIG,13:00,4.059,21,0,0
IPR,MRSH,01:00,13.737,7359,0,50
KDE,BGO,17:00,230.629,190840,1,12
BLH,TPK,20:00,2.830,1,0,0
TLV,TETA,10:00,8.884,3068,0,50
BORA,BNDM,05:00,4.836,2664,0,50
WDA,BWPL,20:00,2.858,1,0,0
CHP,BP,20:00,4.396,1,0,0
TKMG,GTL,20:00,65.352,26619,0,50
GKH,KZT,05:00,168.417,117281,0,50
MNP,MSH,09:00,14.053,5666,0,50
JAT,BAT,17:00,13.100,5318,0,50
GUV,CPU,19:00,5.666,3013,0,50
ROP,ACN,14:00,2.973,41,0,0
GUD,BNKI,09:00,2.904,1,0,0
JYG,LPJ,20:00,2.199,1,0,0
TKHE,TLD,08:00,66.547,33335,0,50
KMST,HEM,11:00,3.430,1,0,0
PRG,TKD,10:00,10.808,3308,0,50
MMR,DDA,00:00,125.182,68812,1,41
KKZ,THDR,03:00,171.021,80955,1,44
DLN,CBK,13:00,5.052,1477,0,50
KT,BWPL,10:00,11.493,5114,0,50
APDJ,TIA,07:00,10.990,4858,0,50
HSR,RMPB,13:00,4.640,1425,0,50
EE,NBL,05:00,57.154,58587,0,50
AHH,CTYL,15:00,3.576,1,0,0
KY,CC,23:00,4.122,1,0,0
URPR,KLYT,03:00,6.975,2803,0,50
MDDG,JYG,20:00,3.889,1,0,0
BHNE,LNK,23:00,3.305,1,0,0
CHI,KTPR,07:00,5.405,4802,0,50
MONJ,GJN,01:00,23.176,18941,0,50
JNTR,PUU,10:00,2.805,1,0,0
CSN,RWO,21:00,4.581,1129,0,50
HJI,CPT,11:00,13.334,9881,0,50
CKLA,MZM,00:00,5.616,887,0,50
JAM,KNVT,20:00,7.929,2476,0,50
MFB,MMS,01:00,11.742,4248,0,50
GAP,RKB,17:00,3.568,1,0,0
KLAR,LKA,12:00,2.877,1,0,0
LMY,KHU,11:00,27.264,15557,0,50
JPE,KSRA,13:00,6.633,1078,0,50
REWA,BU,02:00,10.357,4313,0,50
CGR,GUP,20:00,16.133,8764,0,50
BGKT,TVCN,18:00,9.615,3256,0,50
INP,DWK,06:00,14.208,7868,0,50
SVX,NGO,12:00,11.051,4431,0,50
JTI,RYP,00:00,6.814,1962,0,50
VRLR,BUB,20:00,3.356,1,0,0
PKR,SNSL,15:00,14.623,6706,0,50
JSP,ANDI,13:00,46.511,24024,0,50
DBR,DMV,05:00,9.262,4031,0,50
CNA,NRL,12:00,10.695,3859,0,50
AKT,MON,02:00,51.792,31860,0,50
GZB,RWO,13:00,15.992,12960,0,50
CCT,STA,15:00,17.690,6640,0,50
MCSC,DHU,17:00,13.747,7749,0,50
BKN,SASN,05:00,26.227,9649,0,50
WL,PMKT,14:00,109.877,50091,1,1
SMCP,SAW,19:00,15.585,5465,0,50
VAJ,JNTR,22:00,2.886,1,0,0
NPNR,BRYA,04:00,9.529,2953,0,50
JSE,GAJ,07:00,3.328,15,0,0
SVPI,BHS,00:00,6.805,1387,0,50
NBR,BHNS,17:00,1.157,1,0,0
CRWA,SKLR,00:00,1.247,1,0,0
BORA,CGL,21:00,3.348,1,0,0
MLPR,NGG,10:00,12.564,4431,0,50
PDX,SUR,21:00,3.576,1,0,0
SDF,MZL,08:00,4.773,1015,0,50
